"","score","text","class"
"9973",0," benar pak kata biar gampang bawa dan enggak ganggu konsentrasi yang masih takbir","Neutral"
"9974",-3,"takbir kenapa mati lampu anjae","Negative"
"9975",2,"takbir gue malah nugas haha","Positive"
"9976",0," tahun belakang malam takbir sepi anyep tahun ini rame banget alhamdulillah","Neutral"
"9977",0,"bar takbir micek doyo ","Neutral"
"9978",-1,"pawai takbir di desa tinting batu layar lebaran takbir ","Negative"
"9979",0,"takbir ditemenin dakaiichi ","Neutral"
"9980",0,"shit gua nemu varian dating baru takbir date","Neutral"
"9981",-2,"malam takbir kali ini bawaanny kok pengin nanges ","Negative"
"9982",2,"alif ngajakin jalan jalan karena luar takbir banyak petas aku bilang sabar ya dek nanti kita jalan eh enggak lama datang orang dari masjid asih bingkis ke alif jadi lupa jalan nya alhamdulillah ","Positive"
"9983",0,"sudah tinggal takbir dikunciin pula ","Neutral"
"9984",3,"rt yuk mutualan spesial malam takbir nih ges terima semua fandom help rt like thanks anitwit moots genshintwt","Positive"
"9985",0,"kalau takbir itu vibesnya di begitu huhuu","Neutral"
"9986",-2,"kan baru malam takbir sudah ada saja yang tanya aneh ","Negative"
"9987",4,"lucu deh sambil takbir enggak ini ","Positive"
"9988",0,"malam takbir jam gin bikin appointment buat booster vitamin besok atau lusa badan lemes banget ya allah ","Neutral"
"9989",-1," neji takbir dari bawah tanah ya kak ","Negative"
"9990",0,"hamsjejauan malam takbir aku dapat thr ","Neutral"
"9991",0,"bisa enggak sih malam takbir durasi minggu","Neutral"
"9992",0," aku baru pulang takbir ","Neutral"
"9993",-4,"aku pengin marah tapi ini malam takbir boleh enggak sih","Negative"
"9994",5,"tunggu air sambil dengar takbir seru banget meski capek tunggu plis ","Positive"
"9995",0,"moga yang foto malam takbir sama ayang baju nya tumpah kuah opor","Neutral"
"9996",0,"malam takbir di toko yaampuun enggak sudah yang datang","Neutral"
"9997",-2,"motivasi yang ngeremix takbir campur musik dj tuh apa sih ","Negative"
"9998",-4," gabe takbir mana","Negative"
"9999",0," takbir lur","Neutral"
"10000",0,"takbir remix bagai kultur tanding masyarakat desa ","Neutral"
"10001",0," enggak lah takbir ntuh kayak ya pas tahun baru juga kayak lo natal begitu deh","Neutral"
"10002",0,"malam takbir tapi dengar shoot wkwk","Neutral"
"10003",0,"takbir kampung adu suara motor depan rumah tiba jadi mandalika ","Neutral"
"10004",0,"malam takbir gue nangisin kucing","Neutral"
"10005",0," astaghfirullah masih takbir","Neutral"
"10006",-3,"pak jokowi yang kata mirip khalifah umar takbir mana ","Negative"
"10007",0,"di malam takbir banget ya pak kirim jadwal uji sempro spot jantung h lebaran ","Neutral"
"10008",4,"selamat takbir mutualku","Positive"
"10009",0," takbir dik mc dulu","Neutral"
"10010",0,"ndelok takbir malah ujan ","Neutral"
"10011",0,"rt malam takbir main pokemon go ","Neutral"
"10012",0,"takbir sambil ngtweet","Neutral"
"10013",0,"anjir weh ini takbir kenapa ada dangdut lewat di kitar rumah ku","Neutral"
"10014",-3,"ya begini dari tahun ke tahun takbir cuma diam rumah","Negative"
"10015",0,"takbir ","Neutral"
"10016",0,"malam takbir malah gabut ","Neutral"
"10017",0,"rt malam dimanaibu ibu rampung kupat dan opor ayambapak bapak di masjid terima dan hitung zakat fitrahremaja rema","Neutral"
"10018",8,"serius tanya malam takbir terus pada nyalain petas itu asli buat apa ","Positive"
"10019",0," takbir ini join enggak","Neutral"
"10020",1,"rt takbir idul fitri rupa amal yang disunnahkan pada malam idul fitri turut mazhab syafi i seperti apa bacaanny","Positive"
"10021",8,"alhamdulillah malam takbir dapat thr terima kasih banyak kak inez kak sakina moga berkah ya kak thr nya moga lancar selalu rezeki semua urus sehat bahagia selalu happy eid mubarak mau allah bless you your families ","Positive"
"10022",5,"ini anak kampung belakang pada bolak balik takbir di kamar gua dengar tulus sambil pakai headset heuueueu","Positive"
"10023",3,"malam takbir sama kak bening diskusi perngepetan","Positive"
"10024",0,"hal yang dirinduin saat malam takbir adalah keabsurdtan bapak bolak balik bacain takbir sambil setel kaset celana dalam takbir terus nanti dia ngayap habis itu balik takbir lagi dan malemnya lanjut nguli dua mamah","Neutral"
"10025",4," sini los dol bang truk pawai sound system riwa riwi tapi sayang takbir musik nya dugem ","Positive"
"10026",0,"tonton takbir","Neutral"
"10027",1,"senang banget bisa lihat orang orang semangat parade takbir di jalan lagi ingat banget dulu waktu kecil mudik selalu mepet lebaran dari bandung ke madiun dan itu yang bikin excited di jalan papa bilang lihat tuh nak orang orang takbir semangat kita juga harus ","Positive"
"10028",0,"jakarta internasional stadium malam ini suasana takbir ","Neutral"
"10029",-1,"malam takbir nya mati lampu di tambah lagi hujan deres plus petir mantap enggak tuh","Negative"
"10030",4," jangan tangis waktu takbir kapan lagi gua manis manis sama lo ","Positive"
"10031",3,"rt takbir begini seru main kembang api sekomplek enggak sih ahaha attackontitan eidmubarak ","Positive"
"10032",0,"rt daripada tubir mending takbir kalo dengar suara takbir bikin adem ya ","Neutral"
"10033",0,"malam takbir di kamar saja karena hujan","Neutral"
"10034",0,"makannn gesss malam takbir pada apa ini ","Neutral"
"10035",0,"wkwkwk buset malam takbir orang pada muter ya gua pengin tanya opor lu sudah pada mateng memang","Neutral"
"10036",0," besok solat tapi pengin dengar takbir sampai subuh wkwk","Neutral"
"10037",0,"takbir di jatim is just ","Neutral"
"10038",0," indak wita ada takbir enggak ","Neutral"
"10039",0,"gua phobia suara bedug takbir ","Neutral"
"10040",4,"lucu banget tadi ada suara orang takbir terus tiba ada suara bocil tawa di mic","Positive"
"10041",4,"malam takbir sambil tunggu paket yang enggak maju di cek resi huft ","Positive"
"10042",-4,"takbir di pantura","Negative"
"10043",0," hadir sambil malam takbir nihhhtxt album preview thursdayschild albumpreview tomorrow kali together good boy gone bad","Neutral"
"10044",5,"takbir di rumah ku enak banget","Positive"
"10045",0,"akhir gue ikut takbir keliling wkwkwk","Neutral"
"10046",-2,"sw orang orang kok takbir gue mau takbir tapi enggak ada teman ","Negative"
"10047",0,"aku ingat bapak pernah bilang malam riyoyo ngene iki wong wong seng wes gaonok podo mbalik moleh nang omahe pas malam hari raya takbir kayak begini orang orang yang sudah tinggal bakal balik pulang ke rumah masing masing yeay bapak pulang uhuyyy ","Neutral"
"10048",0," takbir kak","Neutral"
"10049",-6,"woe malam takbir bosan amat","Negative"
"10050",-1,"koramil ujung bulu dan polsek ujung lo laksana apel ecek dalam rangka pam takbir di kantor polsek ujung lo c ujung lo kab bulukumba ","Negative"
"10051",-1,"dulu waktu kecil kalo takbir begini bisa begadang sampai jam sekarang sudah gede begini baru jam set saja sudah ngantuk","Negative"
"10052",0,"terima kasih sudah ajak takbir online ","Neutral"
"10053",0,"rt nctbase orang orang takbir musingin konser dream ","Neutral"
"10054",-3,"malam takbir tolong lah jangan doubutsuen keluar semua hadeh tadi sudah ice mochi","Negative"
"10055",0,"takbir bareng ayang ","Neutral"
"10056",0,"malam takbir tahun ini teman strees","Neutral"
"10057",0,"rt yang besok pagi mau shalat ied di simak pandu ikut ini takbir sholatied jis jakartainternatio","Neutral"
"10058",-4,"takbir mana ini bestie ","Negative"
"10059",-2," maaf ayang lagi takbir kan besok idul fitri besok kak rumah ya di tanya mama tuh ","Negative"
"10060",0," padahal kalau pikir lagi malam takbir begini malah yang kulihat yang bondong cancelling juga jari jahat huu adem kalo ada twit tanding yang aura positif ya","Neutral"
"10061",5,"wah sudah rame takbir nih minal aidin wal faizin selamat hari raya idul fitri h mohon maaf lahir batin dan mohon maaf juga kalau sato ada punya salah sama kalian ","Positive"
"10062",0,"salah satu vibes lebaran yang aku suka lihat hasil kreasi warga buat malam takbir ","Neutral"
"10063",5,"jam gin biasa muda kabupaten sudah henti takbir dan raya menang dengan botol aqua bungkus kresek item ","Positive"
"10064",0," pada takbir di masjid","Neutral"
"10065",0,"malam takbir begini kalo dulu lagi di kuning ","Neutral"
"10066",-2,"kok sepi banget pada takbir ya ","Negative"
"10067",4,"lagi takbir begini tiba kangen jimin ","Positive"
"10068",0,"malam takbir ditemenin matsun ","Neutral"
"10069",-2,"sayang dobby mana ya kok belum update apkh sedang takbir ","Negative"
"10070",-3,"kecewa sama bocil bocil di kampung malam takbir begini masa enggak main petas ","Negative"
"10071",-6,"keluar di malam takbir begini memang enggak pusing ya","Negative"
"10072",0," saya malam takbir baca au humu ","Neutral"
"10073",5," malam takbir aku suka banget vibes nya","Positive"
"10074",-2,"malam takbir isi dengan rebah sendiri di kamar karena cape hari penuh babu","Negative"
"10075",0,"suasana malam takbir belum dan sudah covid beda ya","Neutral"
"10076",5," seperti enakkk selamat takbir keyymohon maaf lahir batin ya","Positive"
"10077",0,"moga saja yang takbir ciduk satpol pp ","Neutral"
"10078",-5," astaga ajak taruh malam takbir ","Negative"
"10079",-2," ini mana pasti seru banget kalo ikut acara takbir keliling kayak begini","Negative"
"10080",0,"knpsi lu main di malam takbir jam set pula besok sholat ied komplek gue jam pagi bokkkkkk ","Neutral"
"10081",0," bgst memang puri kalo malam takbir wkwkw","Neutral"
"10082",0,"malam takbir malah ngantuk metidur ges metketemu solat ied","Neutral"
"10083",2,"ada orang bangga ke pim pas malam takbir saja sudah aneh egooooo itu mall sudah kayak pasar ","Positive"
"10084",0," mas mau takbir bareng ","Neutral"
"10085",0,"haru juga lijat takbir keliling dengan sukacitaa","Neutral"
"10086",-2,"malam takbir kok main petas","Negative"
"10087",0,"benerannn aku deh capek beberes rumah ngejar dulu tugas biar enggak pikir waktu lebaran sudah takbir nyiapin mukena bikin rendang buat besok pagi minum coklat panas selesa puzzle main tic tac toe main main papan minum coklat panas main tic tac toe ","Neutral"
"10088",2,"tahun ini lebaran dua lagi sama abang alias adik saya malam takbir yang kocak neber random makan di tempat yang kami sama belum pernah coba terus kaget porsi jumbo banget habis itu dia cukur ngerapihin jenggot eh nyata enggak suai instruksi wkwk untung murah ","Positive"
"10089",0," heyy tubiiir fess malam takbir kagak ada wot apa nieee ","Neutral"
"10090",-10," h kak belum kami mau minta maaf sudah bikin gaduh di malam takbir kami sama sekal enggak punya maksud untuk sebar benci apalagi tentang propaganda anti lebaran berat banget kayak kami coba jelasin lengkap di sini ya ","Negative"
"10091",1,"f everton lagi takbir mirip lah sama orang indon wkwk ","Positive"
"10092",0," ada juga partysipasi takbir om","Neutral"
"10093",3,"blok sama plaza rame benar deh enggak pada takbir apa lu pada wkwkwk","Positive"
"10094",-4,"bisa bisa nih hp rusak lagi takbir pertabda besok dapat thr sertifikat tanah kah ","Negative"
"10095",0,"alhamdulillah berkah malam takbir dapat giveaway palette yang gue idam ","Neutral"
"10096",0,"rt takbir dulu ya guys ","Neutral"
"10097",1,"minal aidzin wal faidzin mohon maaf lahir dan batinmalam ini di desa ku udab bisa takbir keliling bahkan ini di lomba tempat kalian bagaimana aku ke sini pengin cerita suatu yang enggak bisa ku umbar di wa atau ig makanya lari ke twt","Positive"
"10098",1,"tahun ini gue benar enggak keluar dong takbir ","Positive"
"10099",0,"sudah takbir ini ya ","Neutral"
"10100",5,"takbir keliling kelar eh langsung ujan keren banget sih ","Positive"
"10101",0," sbskhfkdhdk ayang kita ensksjdiidhdk selca bareng malam takbir fushfhfjfkdkidjdh gewees ","Neutral"
"10102",4," amin selamat malam takbir dan lebaran aster","Positive"
"10103",0," jam sih kalian nemenin orang takbir","Neutral"
"10104",0," ikut takbir lah son","Neutral"
"10105",1,"enggak tau kenapa suasana takbir kali ini benar sedih ","Positive"
"10106",0,"ada yang mau ajak ngopi ngopi malam takbir area jakarta","Neutral"
"10107",-5," sama sih cuma tahun ini tidak bisa rasa lebaran sama sekal kalo dulu tidak bisa sholat id juga libur dihr minggu nya malam takbir yang paling sedih ","Negative"
"10108",0,"once di malam takbir ini mari kita mutualan sambil maaf maaf avaku sana ya fren","Neutral"
"10109",-3,"maqaruun takbir malah bikin bingung","Negative"
"10110",0,"paket malam takbir nya kack ","Neutral"
"10111",-3,"malam takbir balut sedih nek ki","Negative"
"10112",0,"takbir sama ayanktakbiran sendiri ","Neutral"
"10113",7,"malam takbir jangan keluar rumah dulu bahaya gengster wkkw","Positive"
"10114",0,"masya allahketika beda itu disatukanindah kepaon balimalam takbir idulfitri h ","Neutral"
"10115",0,"ini malam takbir gue begini amat deh ","Neutral"
"10116",0,"jam cilik biyen takbir keliling karo bengok jam saiki opo jare sound system salam gler horeg ","Neutral"
"10117",-5,"malam takbir hujan biasa malam natal yang hujan emot awan keluar es frozen ","Negative"
"10118",-2," kok bisa rame begitu ya di sini sepi banget enggak ada petas takbir saja enggak dengar","Negative"
"10119",0,"vibe malam takbir memang paling adem","Neutral"
"10120",0,"enggak semeriah tahun lalu tapi gapapa sih daripda enggak ada takbir keliling ","Neutral"
"10121",4," malam takbir besok lebaranbagi thr dalam bentuk apapunmembuat hati senangsemoga kali ini menang astro drive tapi the starry road candysugarpop ","Positive"
"10122",0,"takbir impek ","Neutral"
"10123",-4,"tahun ini takbir sini entah tahun depan mana sama siapa ","Negative"
"10124",4,"bocah kampung durian manggis semangat remix takbir txt album preview thursdayschild albumpreview tomorrow kali together good boy gone bad","Positive"
"10125",0,"orang orang pada takbir gue sama abang gue tidur","Neutral"
"10126",0,"sini enggak ada yang takbir apa","Neutral"
"10127",-3,"agak kangen waktu kecil kalau lebaran takbir di mushola sampai subuh terus bobo bentar abistu sholat ied sekarang mah mau keluar rumah malesbgt","Negative"
"10128",-2,"labaran anak tunggal cuma bisa dengar takbir sama meng terima kasih banyak meng ","Negative"
"10129",0,"takbir enggak guys takbir nih saya ","Neutral"
"10130",-4," dia minta maaf kali kali aku bilang gapapapak malam takbir dia keliling mam antar pesan tapi moga enggak ada cost yang marah marah kalau aku santai mam takut dia marah ","Negative"
"10131",4,"tempat takbir jedag jedug dangdut campursarinan pakai sound sampai se truk pakai sel sendiri beh sura sampai rumah mantap","Positive"
"10132",0,"rindu malam takbir yang kalo mau kirim sms pending hari dan mau isi pulsa juga ganggu","Neutral"
"10133",-2,"malam takbir kok on twitter enggak punya teman ya","Negative"
"10134",0," dengar suara takbir rasa sesak banget put","Neutral"
"10135",-4,"yaallah malam takbir mau workout digangguij kecoa mana bunda gue pergi kagak balik balik","Negative"
"10136",0,"sg takbir gur wong loro tok r sono menungso ","Neutral"
"10137",1,"alhamdulillah malam takbir kali ini langsung syahdu dan riah sekaligus moga tidak di rusak oleh kaum asong toleran radikal radikul selamat idulfitri h bagi saudara yang raya taqabalallahu minna waminkum taqabal ya kareem mohon maaf lahir batin","Positive"
"10138",5,"sesal banget enggak ngrgofood tadi malam takbir ongkirnya gila gila","Positive"
"10139",0,"tim malam takbir kamar saja","Neutral"
"10140",0,"takbir hujan","Neutral"
"10141",10,"malam takbir mah senang mau kumpul keluarga lah ini dengar ziva sama tulus di kamar susah kadang kalau enggak punya sayang","Positive"
"10142",4,"senang banget deh rame lagi pas malam takbir ","Positive"
"10143",0,"rt ","Neutral"
"10144",0,"malam takbir drumah saja","Neutral"
"10145",0," takbir di rumah dalam hati","Neutral"
"10146",-8,"gue sudah bela bela keluar buat lihat takbir padahal lagi demam dan yang lewat cuma ","Negative"
"10147",-2,"sudah lama enggak rasai vibes lebaran ramai takbir sama pawai kayak begini huhuhu happyy ","Negative"
"10148",0,"malam takbir begini harus apa sih sender sepi banget padahal lagi di rumah ugm fess","Neutral"
"10149",4," kono takbir saja h luweh manfaat ","Positive"
"10150",11,"kenapa ya vibes begadang pas malam takbir itu kayak lebih wah begitu alias enggak sepi cuy cinta banget deh","Positive"
"10151",0," takbir kak","Neutral"
"10152",0,"malam takbir malah ada tamu ","Neutral"
"10153",0,"malam takbir malah ngonser ","Neutral"
"10154",0,"enggak tau tapi malam takbir ku kayak sepi banget apa memang efek masa transisi kepala ke kepala ya ","Neutral"
"10155",-4,"sakit telinga pas malam takbir kayak begini masya allah ya rasa ","Negative"
"10156",0," sksksk crushku juga tadi takbir masyaallah ","Neutral"
"10157",0," ayo kita takbir online","Neutral"
"10158",3,"alhamdulillah setelah tahun lebaran from home sekarang bisa mudik lagi bisa rasai vibe malam takbir lagi ya walaupun kondisi sudah enggak hangat dulu tidak yang masih sisa bisa ngumpul lah ","Positive"
